Age,Gender,Education Level,Job Title,Years of Experience,Salary (USD),Race
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Chinese
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Chinese
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,African American
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Mixed
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Mixed
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Chinese
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Hispanic
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Welsh
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,African American
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Chinese
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Hispanic
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Korean
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Welsh
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Black
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Australian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Chinese
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Chinese
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Chinese
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Mixed
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Mixed
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Korean
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Hispanic
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Mixed
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,African American
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Hispanic
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Black
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Korean
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Australian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,Black
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Welsh
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Welsh
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Black
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,Hispanic
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Korean
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Mixed
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,195000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,160000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,130000.0,Black
29.0,Female,Masters,Data Analyst/Scientist,6.0,180000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,190000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,198000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,1.0,90000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,140000.0,Hispanic
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,110000.0,Mixed
30.0,Female,PhD,Data Analyst/Scientist,7.0,185000.0,White
32.0,Male,Bachelors,Data Analyst/Scientist,5.0,135000.0,Hispanic
27.0,Female,Masters,Data Analyst/Scientist,3.0,180000.0,Asian
40.0,Male,Bachelors,Software/Developer,12.0,195000.0,White
35.0,Female,Bachelors,Manager/Director/VP,8.0,165000.0,Asian
43.0,Male,Masters,Data Analyst/Scientist,15.0,198000.0,White
29.0,Female,Bachelors,Software/Developer,4.0,150000.0,Hispanic
36.0,Male,Bachelors,Data Analyst/Scientist,9.0,162000.0,Asian
31.0,Male,Masters,Data Analyst/Scientist,6.0,175000.0,Korean
42.0,Female,Bachelors,Software/Developer,13.0,197000.0,White
33.0,Male,Bachelors,Data Analyst/Scientist,7.0,142000.0,White
29.0,Female,Masters,Data Analyst/Scientist,4.0,182000.0,Australian
41.0,Male,Bachelors,Software/Developer,11.0,185000.0,Korean
35.0,Female,Bachelors,Manager/Director/VP,8.0,170000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
32.0,Male,Bachelors,Data Analyst/Scientist,8.0,180000.0,Australian
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
30.0,Male,Bachelors,Data Analyst/Scientist,5.0,140000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,100000.0,Chinese
33.0,Female,Masters,Manager/Director/VP,11.0,190000.0,Mixed
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Australian
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,120000.0,Mixed
30.0,Male,PhD,Data Analyst/Scientist,7.0,170000.0,Black
27.0,Female,Bachelors,Manager/Director/VP,4.0,130000.0,Korean
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Black
33.0,Male,Masters,Manager/Director/VP,11.0,195000.0,White
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,100000.0,Asian
28.0,Male,Bachelors,Software/Developer,5.0,150000.0,Mixed
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
32.0,Male,Bachelors,Data Analyst/Scientist,8.0,180000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Australian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Mixed
31.0,Female,Masters,Data Analyst/Scientist,6.0,170000.0,Black
30.0,Male,Bachelors,Data Analyst/Scientist,5.0,140000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,African American
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Australian
25.0,Male,Bachelors,Data Analyst/Scientist,2.0,100000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
34.0,Female,Masters,Manager/Director/VP,12.0,190000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,White
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Korean
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Australian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,African American
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Chinese
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Welsh
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Korean
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Mixed
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,Welsh
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,White
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Chinese
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Welsh
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Australian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Black
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Korean
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Hispanic
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Asian
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Australian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Black
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Chinese
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Black
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,Chinese
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Black
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Black
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Australian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Asian
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Welsh
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,Australian
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Asian
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,Asian
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Hispanic
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Welsh
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Asian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Chinese
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,White
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Black
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Hispanic
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,African American
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,White
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Black
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,Asian
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,African American
31.0,Male,Bachelors,Data Analyst/Scientist,9.0,190000.0,White
28.0,Female,Bachelors,Software/Developer,5.0,150000.0,Black
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,120000.0,Welsh
29.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Australian
32.0,Male,Bachelors,Software/Developer,8.0,180000.0,Australian
33.0,Female,Masters,Manager/Director/VP,11.0,195000.0,White
24.0,Male,Bachelors,Data Analyst/Scientist,2.0,95000.0,Asian
27.0,Male,Bachelors,Software/Developer,4.0,160000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,100000.0,White
30.0,Female,PhD,Data Analyst/Scientist,7.0,170000.0,Australian
29.0,Male,Bachelors,Software/Developer,7.0,180000.0,Black
27.0,Female,Bachelors,Data Analyst/Scientist,5.0,120000.0,White
33.0,Male,Masters,Data Analyst/Scientist,10.0,195000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,100000.0,Asian
31.0,Male,Bachelors,Manager/Director/VP,8.0,190000.0,Korean
30.0,Male,Masters,Software/Developer,6.0,170000.0,Black
32.0,Female,Bachelors,Data Analyst/Scientist,9.0,185000.0,Korean
29.0,Male,Bachelors,Data Analyst/Scientist,7.0,130000.0,Australian
35.0,Female,Bachelors,Manager/Director/VP,12.0,190000.0,Welsh
27.0,Male,Bachelors,Software/Developer,5.0,150000.0,Chinese
28.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
37.0,Male,PhD,Manager/Director/VP,14.0,195000.0,Hispanic
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,110000.0,Asian
30.0,Female,Bachelors,Software/Developer,8.0,180000.0,Korean
31.0,Male,Masters,Data Analyst/Scientist,9.0,185000.0,White
29.0,Female,Bachelors,Data Analyst/Scientist,7.0,130000.0,Chinese
32.0,Male,Bachelors,Software/Developer,10.0,190000.0,Hispanic
28.0,Female,Masters,Data Analyst/Scientist,6.0,155000.0,Australian
34.0,Male,Bachelors,Software/Developer,12.0,195000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,90000.0,Asian
30.0,Male,Bachelors,Manager/Director/VP,8.0,185000.0,Hispanic
29.0,Female,Bachelors,Data Analyst/Scientist,6.0,120000.0,White
31.0,Male,Bachelors,Software/Developer,9.0,180000.0,Asian
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,100000.0,Black
33.0,Male,Masters,Data Analyst/Scientist,10.0,195000.0,Australian
28.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
27.0,Female,Bachelors,Data Analyst/Scientist,5.0,125000.0,Asian
30.0,Male,Masters,Software/Developer,6.0,170000.0,Asian
32.0,Female,Bachelors,Data Analyst/Scientist,9.0,185000.0,Chinese
29.0,Male,Bachelors,Data Analyst/Scientist,7.0,130000.0,White
35.0,Female,Bachelors,Manager/Director/VP,12.0,190000.0,White
27.0,Male,Bachelors,Software/Developer,5.0,150000.0,Asian
28.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
37.0,Male,PhD,Manager/Director/VP,14.0,195000.0,Chinese
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,110000.0,Australian
30.0,Female,Bachelors,Software/Developer,8.0,180000.0,Hispanic
31.0,Male,Masters,Data Analyst/Scientist,9.0,185000.0,White
29.0,Female,Bachelors,Data Analyst/Scientist,7.0,130000.0,Asian
32.0,Male,Bachelors,Software/Developer,10.0,190000.0,Korean
28.0,Female,Masters,Data Analyst/Scientist,6.0,155000.0,Korean
34.0,Male,Bachelors,Software/Developer,12.0,195000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,90000.0,Asian
30.0,Male,Bachelors,Manager/Director/VP,8.0,185000.0,Australian
29.0,Female,Bachelors,Data Analyst/Scientist,6.0,120000.0,White
31.0,Male,Bachelors,Software/Developer,9.0,180000.0,Korean
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,100000.0,White
33.0,Male,Masters,Data Analyst/Scientist,10.0,195000.0,Asian
28.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
27.0,Female,Bachelors,Data Analyst/Scientist,5.0,125000.0,White
30.0,Male,Masters,Software/Developer,6.0,170000.0,White
32.0,Female,Bachelors,Data Analyst/Scientist,9.0,185000.0,Australian
29.0,Male,Bachelors,Data Analyst/Scientist,7.0,130000.0,Asian
35.0,Female,Bachelors,Manager/Director/VP,12.0,190000.0,Mixed
27.0,Male,Bachelors,Software/Developer,5.0,150000.0,White
28.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Korean
37.0,Male,PhD,Manager/Director/VP,14.0,195000.0,White
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,110000.0,White
30.0,Female,Bachelors,Software/Developer,8.0,180000.0,Chinese
31.0,Male,Masters,Data Analyst/Scientist,9.0,185000.0,White
29.0,Female,Bachelors,Data Analyst/Scientist,7.0,130000.0,Korean
32.0,Male,Bachelors,Software/Developer,10.0,190000.0,Korean
28.0,Female,Masters,Data Analyst/Scientist,6.0,155000.0,Korean
34.0,Male,Bachelors,Software/Developer,12.0,195000.0,Asian
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,90000.0,White
30.0,Male,Bachelors,Manager/Director/VP,8.0,185000.0,Asian
29.0,Female,Bachelors,Data Analyst/Scientist,6.0,120000.0,Black
31.0,Male,Bachelors,Software/Developer,9.0,180000.0,Asian
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,100000.0,Asian
33.0,Male,Masters,Data Analyst/Scientist,10.0,195000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,160000.0,White
27.0,Female,Bachelors,Data Analyst/Scientist,5.0,125000.0,Korean
30.0,Male,Masters,Software/Developer,6.0,170000.0,White
32.0,Female,Bachelors,Data Analyst/Scientist,9.0,185000.0,Hispanic
29.0,Male,Bachelors,Data Analyst/Scientist,7.0,130000.0,Asian
35.0,Female,Bachelors,Manager/Director/VP,12.0,190000.0,White
27.0,Male,Bachelors,Software/Developer,5.0,150000.0,Asian
28.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,White
37.0,Male,PhD,Manager/Director/VP,14.0,195000.0,Asian
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,110000.0,White
30.0,Female,Bachelors,Software/Developer,8.0,180000.0,Asian
31.0,Male,Masters,Data Analyst/Scientist,9.0,185000.0,White
29.0,Female,Bachelors,Data Analyst/Scientist,7.0,130000.0,Black
32.0,Male,Bachelors,Software/Developer,10.0,190000.0,Black
28.0,Female,Masters,Data Analyst/Scientist,6.0,155000.0,White
34.0,Male,Bachelors,Software/Developer,12.0,195000.0,African American
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,90000.0,Black
30.0,Male,Bachelors,Manager/Director/VP,8.0,185000.0,Asian
29.0,Female,Bachelors,Data Analyst/Scientist,6.0,120000.0,Asian
31.0,Male,Bachelors,Software/Developer,9.0,180000.0,Asian
26.0,Female,Bachelors,Data Analyst/Scientist,3.0,100000.0,White
33.0,Male,Masters,Data Analyst/Scientist,10.0,195000.0,Asian
28.0,Male,Bachelors,Software/Developer,4.0,160000.0,Hispanic
27.0,Female,Bachelors,Data Analyst/Scientist,5.0,125000.0,Hispanic
30.0,Male,Masters,Software/Developer,6.0,170000.0,White
32.0,Female,Bachelors,Data Analyst/Scientist,9.0,185000.0,White
29.0,Male,Bachelors,Data Analyst/Scientist,7.0,130000.0,White
35.0,Female,Bachelors,Manager/Director/VP,12.0,190000.0,Asian
27.0,Male,Bachelors,Software/Developer,5.0,150000.0,Asian
28.0,Female,Masters,Data Analyst/Scientist,6.0,150000.0,Asian
37.0,Male,PhD,Manager/Director/VP,14.0,195000.0,African American
26.0,Male,Bachelors,Data Analyst/Scientist,3.0,110000.0,Mixed
30.0,Female,Bachelors,Software/Developer,8.0,180000.0,Korean
31.0,Male,Masters,Data Analyst/Scientist,9.0,185000.0,Asian
29.0,Female,Bachelors,Data Analyst/Scientist,7.0,130000.0,Australian
32.0,Male,Bachelors,Software/Developer,10.0,190000.0,Mixed
28.0,Female,Masters,Data Analyst/Scientist,6.0,155000.0,White
34.0,Male,Bachelors,Software/Developer,12.0,195000.0,White
25.0,Female,Bachelors,Data Analyst/Scientist,2.0,90000.0,White
30.0,Male,Bachelors,Manager/Director/VP,8.0,185000.0,Black
28.0,Male,Bachelors,Software/Developer,7.0,175000.0,Asian
44.0,Male,PhD,Software/Developer,18.0,190000.0,White
33.0,Female,Masters,Software/Developer,5.0,110000.0,White
50.0,Male,PhD,Other,16.0,195000.0,Asian
27.0,Female,Masters,Other,3.0,100000.0,Mixed
25.0,Male,Bachelors,Software/Developer,1.0,60000.0,Korean
35.0,Male,Masters,Software/Developer,8.0,155000.0,White
47.0,Female,PhD,Other,12.0,175000.0,Mixed
46.0,Female,Masters,Other,13.0,180000.0,Welsh
32.0,Male,Bachelors,Software/Developer,4.0,95000.0,White
61.0,Male,PhD,Software/Developer,20.0,200000.0,Welsh
41.0,Male,Masters,Software/Developer,11.0,165000.0,Australian
37.0,Male,Masters,Other,9.0,145000.0,White
53.0,Male,PhD,Software/Developer,19.0,195000.0,Australian
30.0,Female,Bachelors,Software/Developer,2.0,75000.0,Asian
26.0,Female,Masters,Software/Developer,3.0,90000.0,Black
37.0,Female,Masters,Software/Developer,9.0,155000.0,Asian
32.0,Male,Bachelors,Other,5.0,115000.0,White
44.0,Female,Masters,Software/Developer,12.0,170000.0,Black
50.0,Female,PhD,Software/Developer,16.0,190000.0,Welsh
27.0,Male,Bachelors,Other,4.0,115000.0,White
42.0,Male,PhD,Other,14.0,180000.0,White
57.0,Male,PhD,Software/Developer,18.0,195000.0,White
35.0,Male,Masters,Software/Developer,7.0,140000.0,White
62.0,Male,PhD,Software/Developer,19.0,200000.0,White
26.0,Female,Masters,Software/Developer,2.0,70000.0,White
42.0,Female,Masters,Other,11.0,170000.0,Asian
41.0,Female,PhD,Software/Developer,14.0,185000.0,Asian
36.0,Female,Masters,Other,8.0,140000.0,Korean
49.0,Male,PhD,Software/Developer,15.0,185000.0,Black
49.0,Male,PhD,Other,15.0,185000.0,Australian
47.0,Male,PhD,Software/Developer,15.0,180000.0,Asian
47.0,Male,PhD,Software/Developer,14.0,175000.0,Korean
26.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,60000.0,White
62.0,Male,PhD,Software/Developer,20.0,200000.0,Korean
42.0,Male,PhD,Software/Developer,14.0,170000.0,White
41.0,Female,Masters,Other,11.0,165000.0,Black
23.0,Male,Bachelors,Other,1.0,55000.0,Asian
55.0,Male,PhD,Software/Developer,17.0,190000.0,African American
26.0,Female,Masters,Software/Developer,3.0,90000.0,Korean
33.0,Female,Bachelors,Software/Developer,5.0,105000.0,Welsh
31.0,Male,Masters,Other,6.0,130000.0,Chinese
50.0,Female,PhD,Software/Developer,16.0,185000.0,Asian
24.0,Female,Masters,Software/Developer,1.0,60000.0,Asian
56.0,Male,PhD,Software/Developer,17.0,195000.0,White
24.0,Male,Bachelors,Software/Developer,1.0,60000.0,Asian
37.0,Male,Masters,Software/Developer,8.0,150000.0,Mixed
43.0,Female,PhD,Other,13.0,180000.0,African American
44.0,Female,Masters,Software/Developer,12.0,170000.0,Black
34.0,Male,Masters,Software/Developer,6.0,125000.0,White
